ID;Nom;Penom;Campus;Promotion;Annee_Scolaire;Credit_ECTS;Absences;Entreprise_Partenaire;Status;Cursus;Date_CDI;Concurrent_de_Supinfo;Mobilite
251521;Leuschke;Jordi;STRASBOURG;MSC1;2018;211;32;Braun;STAGIAIRE;Stoppé;;Digital Campus;Velo
282480;Ritchie;Nicolette;LILLE;MSC1;2018;188;15;Monahan;STAGIAIRE;Terminé;;;A pied
262453;Kris;Camylle;LILLE;ASC1;2018;6;14;Corwin;STAGIAIRE;Terminé;;;Voiture
214374;Weber;Nola;CAEN;MSC2;2018;336;30;Crist S.A.R.L.;STAGIAIRE;Terminé;16/01/2020;;A pied
210330;Williamson;Kiel;MARSEILLE;ASC1;2018;43;21;Von SARL;STAGIAIRE;Terminé;;;Velo
224741;Glover;Crystal;MARSEILLE;ASC2;2018;79;12;Bogan;STAGIAIRE;Stoppé;;Epitech;Train
216599;Rice;Christop;RENNE;BSC;2018;148;33;Brown Kub S.A.R.L.;CONTRAT PRO;Terminé;;;Train
261536;Mayert;Nash;NANTES;ASC1;2018;59;27;Beahan et Fils;STAGIAIRE;Stoppé;;ETNA;A pied
276510;Douglas;Jedediah;PARIS;BSC;2018;130;42;Kshlerin;STAGIAIRE;Terminé;;;A pied
208575;Grimes;Magdalen;NANTES;BSC;2018;124;22;Erdman Muller S.A.S.;STAGIAIRE;Stoppé;;ETNA;Velo
272966;Wisoky;Cielo;CAEN;ASC1;2018;12;46;Stracke S.A.;STAGIAIRE;Terminé;;;Voiture
299877;Goodwin;Miller;CAEN;BSC;2018;192;15;O'Kon SAS;STAGIAIRE;Stoppé;;ETNA;Voiture
241023;Mohr;Murray;LA REUNION;MSC2;2018;294;28;McCullough;CONTRAT PRO;Stoppé;;Ensimag;Voiture
171132;McDermott;Nat;CAEN;BSC;2018;154;9;Stamm Balistreri SARL;CONTRAT PRO;Stoppé;;Epitech;Train
247987;Sipes;Else;PARIS;ASC2;2018;124;37;Reichel Blick SA;STAGIAIRE;Terminé;;;A pied
193539;Hauck;Rowena;STRASBOURG;MSC1;2018;203;27;Murray Witting S.A.R.L.;STAGIAIRE;Terminé;;;A pied
183889;Jenkins;Giuseppe;CAEN;ASC2;2018;118;46;Murray Hamill et Fils;STAGIAIRE;Terminé;;;Velo
175126;Jaskolski;Freeda;NICE;ASC2;2018;68;10;Senger S.A.;STAGIAIRE;Terminé;;;Velo
205624;Schulist;Edison;NICE;MSC2;2018;329;6;Johnston Wuckert SARL;CONTRAT PRO;Terminé;05/03/2018;;Velo
242631;Maggio;Cordia;RENNE;MSC1;2018;237;12;Spencer et Fils;CONTRAT PRO;Stoppé;;Epita;Train
167387;Marquardt;Sarai;CAEN;ASC2;2018;92;9;Frami Hoppe SA;STAGIAIRE;Stoppé;;Epitech;Velo
212221;Koepp;Lavina;MULHOUSE;ASC1;2018;0;11;Toy Mosciski S.A.;STAGIAIRE;Terminé;;;Bus
168105;Torp;Diana;LYON;ASC2;2018;71;27;Stehr;STAGIAIRE;Stoppé;;ETNA;Bus
195120;Bashirian;Shanie;LYON;ASC1;2018;26;13;Schowalter Willms SARL;STAGIAIRE;Stoppé;;ETNA;Voiture
173015;Swift;Cleo;LILLE;ASC2;2018;135;30;Keebler Hill et Fils;STAGIAIRE;Stoppé;;Epita;Bus
193851;Breitenberg;Jaeden;TOURS;BSC;2018;194;11;Wehner;CONTRAT PRO;Stoppé;;ETNA;Bus
215595;White;Noel;NANTES;ASC1;2018;34;49;Ernser;STAGIAIRE;Terminé;;;Voiture
201233;Casper;Virginia;RENNE;MSC1;2018;203;9;Baumbach;CONTRAT PRO;Terminé;;;Bus
224674;Beatty;Carrie;MARSEILLE;ASC1;2018;6;26;Kuphal;STAGIAIRE;Stoppé;;Télécom ParisTech;Bus
150716;Padberg;Tommie;MULHOUSE;MSC2;2018;282;35;Veum Doyle et Fils;STAGIAIRE;Terminé;09/10/2019;;Velo
158523;Muller;Lorenza;LILLE;ASC1;2018;59;21;Batz Johnston S.A.S.;STAGIAIRE;Terminé;;;Bus
265586;Boyle;Paxton;LYON;MSC2;2018;261;29;White;CONTRAT PRO;Stoppé;;Ensimag;Bus
157277;O'Reilly;Trace;MARSEILLE;ASC1;2018;0;28;Champlin;STAGIAIRE;Terminé;;;Bus
283780;Lueilwitz;Leon;LYON;MSC1;2018;241;38;Barton Keebler S.A.R.L.;CONTRAT PRO;Stoppé;;ESGI;Velo
276084;Gulgowski;Frances;MULHOUSE;ASC1;2018;6;3;Fritsch;STAGIAIRE;Stoppé;;École Polytechnique X;Velo
205760;Hermann;Corene;MARSEILLE;ASC2;2018;74;15;Pouros;STAGIAIRE;Stoppé;;;Velo
274209;Sanford;Lavina;NANTES;MSC1;2018;272;41;Gleason S.A.S.;STAGIAIRE;Stoppé;;ETNA;Voiture
265262;Gleichner;Dena;LILLE;ASC1;2018;33;4;Leffler et Fils;STAGIAIRE;Stoppé;;;Train
281857;Wolff;Toni;RENNE;MSC2;2018;322;37;Klocko Bergstrom SARL;STAGIAIRE;Stoppé;;Epita;Train
296381;Hessel;Sven;BORDEAUX;ASC2;2018;100;34;Lakin;STAGIAIRE;Terminé;;;A pied
229931;West;Dereck;LYON;MSC2;2018;270;17;Dibbert S.A.;CONTRAT PRO;Terminé;08/06/2019;;Voiture
227715;Adams;Armando;NANTES;ASC1;2018;30;31;Schoen Anderson et Fils;STAGIAIRE;Terminé;;;Velo
158761;McDermott;Clarabelle;CAEN;MSC1;2018;212;23;Fay;STAGIAIRE;Stoppé;;42;Velo
247486;Casper;Moises;NICE;ASC2;2018;62;5;Kiehn;STAGIAIRE;Terminé;;;A pied
191276;Cremin;Jada;TOURS;MSC1;2018;241;10;Bosco Rolfson S.A.;CONTRAT PRO;Stoppé;;Télécom ParisTech;Voiture
163979;Douglas;Emmanuel;STRASBOURG;BSC;2018;127;50;Gutkowski;CONTRAT PRO;Terminé;;;Bus
255917;Bartell;Osborne;STRASBOURG;MSC1;2018;219;43;Schultz;STAGIAIRE;Stoppé;;ESGI;A pied
156763;Mann;Minnie;CAEN;BSC;2018;197;3;Torp;STAGIAIRE;Stoppé;;École Polytechnique X;Voiture
247168;Price;Eloise;MARSEILLE;BSC;2018;151;42;Kuhlman S.A.S.;STAGIAIRE;Terminé;;;A pied
299101;Walsh;Juwan;PARIS;ASC2;2018;108;16;Dicki;STAGIAIRE;Stoppé;;ETNA;Train
171561;Hayes;Dina;BORDEAUX;ASC2;2018;135;26;Larkin Eichmann et Fils;STAGIAIRE;Terminé;;;Velo
217648;Wuckert;Carmella;BORDEAUX;ASC2;2018;128;9;Funk S.A.R.L.;STAGIAIRE;Stoppé;;ESGI;Train
295696;Dickens;Jocelyn;RENNE;ASC2;2018;124;39;Quitzon SAS;STAGIAIRE;Terminé;;;Bus
253400;Sauer;Erna;NICE;MSC2;2018;349;32;Beer Daniel SA;STAGIAIRE;Stoppé;;Epitech;Bus
176990;Hermann;Sonya;NICE;MSC2;2018;331;48;Stokes Lynch SA;CONTRAT PRO;Stoppé;;École Polytechnique X;Train
154537;Heaney;Elvis;MARSEILLE;ASC1;2018;56;25;Stroman SAS;STAGIAIRE;Stoppé;;Télécom ParisTech;Voiture
232039;Olson;Kelsie;BORDEAUX;MSC2;2018;324;15;Flatley SARL;CONTRAT PRO;Terminé;07/10/2018;;Train
158246;Jakubowski;Demarco;LA REUNION;BSC;2018;181;46;Altenwerth Fay S.A.;STAGIAIRE;Stoppé;;Epitech;Velo
175481;Schoen;Chelsey;LILLE;ASC2;2018;93;44;King Stehr SAS;STAGIAIRE;Stoppé;;Epita;Voiture
238889;Strosin;Grace;RENNE;MSC2;2018;265;26;Skiles;CONTRAT PRO;Terminé;26/03/2018;;Voiture
220314;Pfeffer;Dorothy;TOURS;MSC1;2018;215;14;Hackett Carroll et Fils;STAGIAIRE;Stoppé;;Epita;A pied
170005;Corkery;Coty;NANTES;MSC2;2018;242;9;Thiel;CONTRAT PRO;Terminé;13/03/2020;;Voiture
251818;White;Roma;NICE;ASC1;2018;33;2;Bode;STAGIAIRE;Stoppé;;Epita;Voiture
289586;Berge;Landen;LYON;ASC1;2018;15;4;Altenwerth Zemlak et Fils;STAGIAIRE;Stoppé;;42;Train
234050;Bosco;Vada;BORDEAUX;ASC2;2018;96;49;Kilback SAS;STAGIAIRE;Terminé;;;Voiture
219872;Daniel;Samanta;TOURS;MSC1;2018;251;9;Thiel S.A.S.;CONTRAT PRO;Stoppé;;Télécom ParisTech;Train
217846;Hickle;Kiera;TOURS;ASC1;2018;0;42;Carroll;STAGIAIRE;Terminé;;;Velo
244494;Lueilwitz;Kurt;LYON;MSC2;2018;244;46;Oberbrunner;STAGIAIRE;Stoppé;;ESGI;Velo
246812;Schneider;Frank;TOURS;ASC1;2018;65;31;Turner SAS;STAGIAIRE;Stoppé;;ESGI;A pied
275646;Pfeffer;Lewis;STRASBOURG;MSC1;2018;276;15;Turcotte;CONTRAT PRO;Terminé;;;Bus
152000;Hills;Eulah;STRASBOURG;MSC2;2018;304;49;Cartwright;CONTRAT PRO;Stoppé;;Télécom ParisTech;Voiture
219898;Kihn;Pearlie;LA REUNION;MSC1;2018;255;30;Gutkowski;STAGIAIRE;Terminé;;;Voiture
209078;Blanda;Ryann;LYON;ASC2;2018;140;48;Morar;STAGIAIRE;Stoppé;;;Bus
185385;Watsica;Jensen;LILLE;ASC1;2018;1;0;Eichmann SAS;STAGIAIRE;Stoppé;;42;Bus
241114;Fritsch;Willow;LYON;MSC2;2018;307;5;Nolan Daniel SARL;STAGIAIRE;Stoppé;;ESGI;A pied
194496;Effertz;Kacie;LA REUNION;BSC;2018;172;33;Ankunding S.A.R.L.;CONTRAT PRO;Terminé;;;Train
215690;Prohaska;Vesta;NICE;ASC2;2018;119;30;Kuhic S.A.S.;STAGIAIRE;Terminé;;;Velo
208199;Glover;Marisol;TOURS;MSC2;2018;253;29;Rodriguez;CONTRAT PRO;Terminé;26/12/2019;;Bus
232472;Roberts;Melvin;LYON;MSC2;2018;335;8;Koelpin SAS;CONTRAT PRO;Stoppé;;;A pied
172575;Tromp;Leone;RENNE;MSC2;2018;324;2;Jenkins Gleason S.A.S.;CONTRAT PRO;Terminé;23/05/2020;;Train
162193;Padberg;Meaghan;CAEN;BSC;2018;193;39;Barton;STAGIAIRE;Terminé;;;Voiture
260698;Homenick;Cullen;BORDEAUX;BSC;2018;130;24;Barrows;CONTRAT PRO;Stoppé;;Ensimag;Bus
224862;Waelchi;Luis;PARIS;BSC;2018;166;3;Weimann;STAGIAIRE;Stoppé;;Ensimag;A pied
232587;Emmerich;Dannie;LYON;ASC1;2018;15;37;Keeling Smith S.A.S.;STAGIAIRE;Terminé;;;Velo
227234;Beier;Marty;NANTES;ASC2;2018;75;24;Gottlieb;STAGIAIRE;Stoppé;;Digital Campus;Bus
176256;Nienow;Vladimir;TOURS;MSC1;2018;250;3;Green S.A.R.L.;CONTRAT PRO;Stoppé;;Télécom ParisTech;Velo
227295;Kerluke;Burdette;LYON;ASC1;2018;47;25;Hessel;STAGIAIRE;Terminé;;;Velo
276722;Fahey;Katlynn;LILLE;MSC1;2018;250;25;Wisoky;CONTRAT PRO;Terminé;;;Voiture
206547;Ortiz;Russell;LA REUNION;ASC1;2018;48;2;O'Keefe Schoen SAS;STAGIAIRE;Terminé;;;A pied
197472;McGlynn;Annetta;NICE;ASC2;2018;94;13;Kutch Cartwright S.A.;STAGIAIRE;Stoppé;;Ensimag;Voiture
231215;Schmidt;Jorge;MARSEILLE;ASC2;2018;121;17;Kuhlman;STAGIAIRE;Terminé;;;Velo
209855;Hickle;Sylvan;RENNE;MSC1;2018;239;2;Abbott Herman SAS;STAGIAIRE;Stoppé;;École Polytechnique X;Velo
248230;Welch;Torey;LILLE;MSC2;2018;248;18;Stiedemann Douglas SA;STAGIAIRE;Stoppé;;Télécom ParisTech;Voiture
176596;Wilkinson;Osborne;RENNE;MSC1;2018;233;16;Haag Miller S.A.S.;STAGIAIRE;Stoppé;;42;Train
182650;Collier;Lyda;MARSEILLE;ASC1;2018;30;18;Rutherford S.A.;STAGIAIRE;Stoppé;;ETNA;Bus
161365;Fadel;Brain;LA REUNION;MSC2;2018;280;42;Murazik Prosacco SARL;STAGIAIRE;Terminé;29/07/2019;;A pied
209031;Pouros;Nelda;RENNE;MSC2;2018;303;20;Spencer Flatley S.A.S.;STAGIAIRE;Terminé;17/06/2020;;Train
206608;Swaniawski;Alexzander;TOURS;MSC1;2018;275;32;McGlynn Shanahan S.A.S.;STAGIAIRE;Stoppé;;Télécom ParisTech;Velo
202880;Walker;Marilyne;BORDEAUX;MSC1;2018;238;0;Stoltenberg et Fils;CONTRAT PRO;Terminé;;;Velo
150453;Muller;Precious;LA REUNION;MSC1;2018;250;17;Wiegand Waters et Fils;STAGIAIRE;Terminé;;;Bus
181917;Gutkowski;Blanca;BORDEAUX;MSC1;2018;233;27;Green;STAGIAIRE;Stoppé;;Epita;Train
203293;Hegmann;Genoveva;RENNE;BSC;2018;186;41;Bailey S.A.R.L.;STAGIAIRE;Stoppé;;Digital Campus;Bus
257772;Wyman;Camylle;TOURS;MSC1;2018;217;44;Klein;STAGIAIRE;Terminé;;;Train
219889;Huel;Brody;PARIS;ASC2;2018;104;24;Windler;STAGIAIRE;Terminé;;;Velo
288844;Ankunding;Mae;STRASBOURG;ASC2;2018;88;42;Kohler SA;STAGIAIRE;Terminé;;;Voiture
200998;Funk;Frankie;BORDEAUX;BSC;2018;131;24;Gerlach Schultz SAS;STAGIAIRE;Terminé;;;Bus
225879;Rau;Claudie;STRASBOURG;BSC;2018;150;35;O'Conner;CONTRAT PRO;Terminé;;;Bus
217568;Ferry;Kasey;NICE;ASC1;2018;45;48;D'Amore Gibson S.A.S.;STAGIAIRE;Terminé;;;Voiture
230062;Heller;Mitchel;STRASBOURG;ASC1;2018;26;2;Flatley S.A.R.L.;STAGIAIRE;Terminé;;;Train
210770;Berge;Peggie;PARIS;ASC1;2018;41;29;Jacobson Wilkinson S.A.S.;STAGIAIRE;Stoppé;;;Bus
179199;Ryan;Gaetano;TOURS;MSC2;2018;244;16;Johnson;STAGIAIRE;Stoppé;;Ensimag;Velo
244142;Jerde;Rosemary;MARSEILLE;ASC2;2018;73;1;Corwin S.A.S.;STAGIAIRE;Stoppé;;Digital Campus;Train
217353;Johnston;Carmelo;NANTES;MSC2;2018;267;13;Conroy;STAGIAIRE;Terminé;29/09/2019;;A pied
227184;Harvey;Nettie;LA REUNION;MSC1;2018;221;36;Simonis;STAGIAIRE;Terminé;;;Voiture
228400;Ullrich;Alyson;TOURS;ASC1;2018;2;7;Abbott;STAGIAIRE;Stoppé;;;Bus
241466;Upton;Josiah;NICE;ASC2;2018;100;47;Koelpin Senger S.A.R.L.;STAGIAIRE;Terminé;;;Velo
274723;Krajcik;Cecilia;MULHOUSE;ASC2;2018;99;10;Gerlach Shanahan et Fils;STAGIAIRE;Terminé;;;Train
232755;Fisher;Nathen;LILLE;MSC2;2018;334;30;Barrows;STAGIAIRE;Terminé;17/05/2019;;A pied
185082;Christiansen;Ellen;NANTES;MSC2;2018;265;25;Rowe;STAGIAIRE;Terminé;03/07/2020;;Velo
170001;Kshlerin;Darlene;RENNE;ASC2;2018;94;42;Macejkovic;STAGIAIRE;Terminé;;;Train
287120;Mitchell;Mathias;MARSEILLE;ASC2;2018;60;23;Purdy SA;STAGIAIRE;Stoppé;;Ensimag;A pied
281085;Mueller;Hillard;CAEN;ASC1;2018;63;25;Jones Nitzsche et Fils;STAGIAIRE;Terminé;;;Voiture
178021;Becker;William;TOURS;MSC2;2018;299;40;Stroman;STAGIAIRE;Stoppé;;ETNA;Velo
208827;Effertz;Jaclyn;LILLE;MSC2;2018;262;28;Bruen;STAGIAIRE;Stoppé;;Epita;Velo
286101;Schamberger;Simeon;LILLE;BSC;2018;127;18;Bernhard DuBuque SAS;STAGIAIRE;Terminé;;;Velo
217947;Morissette;Carley;STRASBOURG;MSC1;2018;245;42;Hickle;STAGIAIRE;Stoppé;;Epita;Train
227909;Conn;Henry;RENNE;MSC1;2018;211;33;Wolff;CONTRAT PRO;Stoppé;;Ensimag;A pied
233590;King;Emerald;TOURS;ASC2;2018;124;37;Pacocha;STAGIAIRE;Terminé;;;Train
151174;Larson;Zachary;MARSEILLE;ASC2;2018;139;41;Daniel SAS;STAGIAIRE;Stoppé;;Ensimag;Voiture
267156;Kuhn;Fredrick;NICE;MSC2;2018;296;37;Kilback;STAGIAIRE;Terminé;16/03/2019;;Voiture
271378;Tromp;Caitlyn;BORDEAUX;ASC1;2018;27;12;O'Connell Auer SA;STAGIAIRE;Stoppé;;42;Bus
248282;Morissette;Evan;MULHOUSE;BSC;2018;169;46;Hane et Fils;STAGIAIRE;Stoppé;;;A pied
295499;Blanda;Elwin;PARIS;MSC1;2018;247;1;Paucek S.A.;STAGIAIRE;Stoppé;;Epitech;Voiture
224351;Eichmann;Mariah;MARSEILLE;ASC2;2018;91;9;Schuster Schinner et Fils;STAGIAIRE;Stoppé;;ETNA;Voiture
273535;Mayer;Bertha;RENNE;ASC2;2018;136;41;Effertz SA;STAGIAIRE;Stoppé;;École Polytechnique X;Bus
200645;Monahan;Dameon;LILLE;MSC1;2018;230;48;Price;STAGIAIRE;Terminé;;;Bus
284447;Heller;Malvina;NANTES;BSC;2018;170;9;Jerde;STAGIAIRE;Terminé;;;Train
169051;Reynolds;Ernesto;NANTES;MSC1;2018;183;32;Schoen Rodriguez S.A.R.L.;STAGIAIRE;Stoppé;;Digital Campus;Bus
186336;Pagac;Johnson;RENNE;ASC2;2018;66;15;O'Reilly O'Keefe SAS;STAGIAIRE;Terminé;;;Velo
221359;Eichmann;Melvin;LA REUNION;ASC2;2018;72;21;Hoppe;STAGIAIRE;Terminé;;;Bus
293681;Altenwerth;Jerrod;TOURS;MSC1;2018;255;25;Vandervort;CONTRAT PRO;Terminé;;;Voiture
222205;Lemke;Carmelo;PARIS;MSC1;2018;276;3;Corwin et Fils;STAGIAIRE;Terminé;;;A pied
250130;Aufderhar;Hollie;PARIS;ASC2;2018;62;27;Kuhn;STAGIAIRE;Terminé;;;Train
273138;Emard;Theodora;NANTES;ASC2;2018;120;38;Kling Hegmann S.A.;STAGIAIRE;Stoppé;;Epita;Train
246966;Mueller;Ari;NICE;BSC;2018;205;48;Klocko S.A.;CONTRAT PRO;Stoppé;;ESGI;Voiture
170065;Moore;Anya;RENNE;BSC;2018;166;1;Mueller Monahan S.A.R.L.;STAGIAIRE;Stoppé;;Ensimag;Voiture
274825;Ruecker;Jacques;MULHOUSE;ASC1;2018;65;33;Johns Runte S.A.;STAGIAIRE;Stoppé;;Ensimag;Velo
225784;Cole;River;LILLE;BSC;2018;143;15;Greenfelder;STAGIAIRE;Terminé;;;Bus
169595;Renner;Ines;LYON;MSC2;2018;349;3;Schowalter Brakus S.A.S.;CONTRAT PRO;Terminé;03/03/2020;;Train
234265;Schulist;Ella;LYON;ASC2;2018;76;15;Rosenbaum;STAGIAIRE;Stoppé;;ETNA;A pied
254449;Bahringer;Jettie;LYON;BSC;2018;167;0;Trantow;CONTRAT PRO;Stoppé;;École Polytechnique X;Train
285411;Klocko;Keara;BORDEAUX;ASC2;2018;131;11;Harber;STAGIAIRE;Stoppé;;Ensimag;Velo
229313;Heidenreich;Callie;LA REUNION;MSC1;2018;213;2;Howell;STAGIAIRE;Terminé;;;Velo
284188;Bashirian;Paul;RENNE;MSC1;2018;181;1;Veum;STAGIAIRE;Stoppé;;42;Bus
212151;Okuneva;Thea;TOURS;MSC2;2018;268;1;Lesch SARL;STAGIAIRE;Stoppé;;Epita;Velo
153840;Feest;Juliana;LA REUNION;MSC1;2018;262;18;Leuschke S.A.R.L.;STAGIAIRE;Stoppé;;École Polytechnique X;Bus
172792;Breitenberg;Travis;LA REUNION;MSC2;2018;244;2;Nitzsche Dietrich SA;CONTRAT PRO;Stoppé;;Epitech;A pied
169118;Green;Zella;LYON;MSC2;2018;329;22;Tremblay;STAGIAIRE;Terminé;03/03/2020;;Train
150078;Friesen;Kenneth;MULHOUSE;ASC1;2018;56;37;Deckow SARL;STAGIAIRE;Stoppé;;;Voiture
241009;Kris;Jaylon;LYON;MSC2;2018;309;8;Reilly SA;STAGIAIRE;Terminé;08/04/2020;;Train
265766;Zboncak;Amos;NANTES;ASC1;2018;27;21;Treutel;STAGIAIRE;Terminé;;;Voiture
168760;Schroeder;Delmer;NICE;MSC1;2018;202;35;Kris SARL;STAGIAIRE;Terminé;;;Velo
217683;Bruen;Jesus;LILLE;MSC1;2018;187;6;Lowe S.A.R.L.;CONTRAT PRO;Terminé;;;Train
266904;Auer;Brendan;MULHOUSE;ASC1;2018;0;48;Murphy;STAGIAIRE;Stoppé;;Télécom ParisTech;Train
206820;Hayes;Clara;LILLE;ASC2;2018;77;27;Huel;STAGIAIRE;Stoppé;;Epitech;A pied
172915;Bechtelar;Reagan;BORDEAUX;ASC1;2018;7;36;Wintheiser S.A.;STAGIAIRE;Terminé;;;Bus
181890;Luettgen;Flavie;MARSEILLE;MSC2;2018;338;29;Cormier S.A.;CONTRAT PRO;Terminé;03/01/2018;;Velo
172761;Borer;Xavier;LA REUNION;MSC2;2018;327;48;Jast S.A.R.L.;STAGIAIRE;Terminé;07/08/2019;;Train
247214;Borer;Trenton;NANTES;BSC;2018;131;45;Keeling et Fils;STAGIAIRE;Stoppé;;ESGI;Voiture
190870;Dach;Taryn;RENNE;MSC1;2018;215;23;Pouros;STAGIAIRE;Terminé;;;A pied
182512;Hintz;Kaleigh;STRASBOURG;BSC;2018;197;39;Rosenbaum;CONTRAT PRO;Terminé;;;Velo
157701;D'Amore;Wilfred;PARIS;BSC;2018;174;22;Reinger Frami SARL;STAGIAIRE;Stoppé;;ESGI;Bus
151504;Turner;Dahlia;CAEN;BSC;2018;197;2;Carroll;STAGIAIRE;Stoppé;;Epitech;Velo
162651;Bernhard;Armand;STRASBOURG;ASC2;2018;71;23;Hane SARL;STAGIAIRE;Terminé;;;Bus
218196;Hickle;Shanon;MARSEILLE;BSC;2018;135;9;Crona;STAGIAIRE;Stoppé;;;Train
188715;Nienow;Madelynn;NANTES;ASC2;2018;93;33;Wunsch;STAGIAIRE;Terminé;;;Voiture
231180;Dickinson;Claudine;MULHOUSE;ASC1;2018;46;29;Rempel;STAGIAIRE;Stoppé;;;A pied
294252;Wilderman;Johann;LILLE;MSC2;2018;241;12;Gleichner Schinner et Fils;CONTRAT PRO;Terminé;21/02/2020;;Velo
177573;Larson;Winona;MARSEILLE;ASC2;2018;110;17;Buckridge SA;STAGIAIRE;Stoppé;;42;A pied
202571;Bailey;Manuel;RENNE;ASC1;2018;2;35;Gaylord;STAGIAIRE;Stoppé;;Epita;Voiture
284766;Paucek;Chelsie;MULHOUSE;ASC2;2018;68;4;McCullough;STAGIAIRE;Stoppé;;Ensimag;Voiture
153727;Fisher;Trystan;NANTES;ASC2;2018;65;7;Walker;STAGIAIRE;Terminé;;;A pied
150656;Cole;Murray;NANTES;BSC;2018;152;29;Metz Bergstrom SA;CONTRAT PRO;Stoppé;;ESGI;Train
211135;Koss;Isaias;MARSEILLE;ASC1;2018;58;14;Moen;STAGIAIRE;Stoppé;;42;Velo
212687;Gulgowski;Chelsie;MULHOUSE;ASC2;2018;99;8;Strosin Lind S.A.S.;STAGIAIRE;Stoppé;;Epita;Voiture
273337;Schimmel;Ernestina;CAEN;MSC1;2018;183;6;Rutherford S.A.R.L.;CONTRAT PRO;Terminé;;;Velo
258400;Oberbrunner;Antonietta;MARSEILLE;MSC1;2018;210;45;Beatty Schmidt SA;STAGIAIRE;Stoppé;;Epita;Train
157634;Muller;Jamarcus;STRASBOURG;MSC1;2018;255;3;Hand Hammes SA;CONTRAT PRO;Terminé;;;A pied
162889;Yost;Dixie;LILLE;ASC2;2018;78;34;Bashirian;STAGIAIRE;Terminé;;;Bus
247610;Walsh;Isadore;TOURS;ASC2;2018;60;43;Marquardt;STAGIAIRE;Terminé;;;Velo
295482;Morissette;Corbin;NICE;ASC2;2018;80;14;Thiel;STAGIAIRE;Stoppé;;ESGI;Velo
253944;Bayer;Anna;LA REUNION;BSC;2018;144;3;Friesen Yundt SAS;STAGIAIRE;Stoppé;;Télécom ParisTech;Train
252206;King;Araceli;LA REUNION;BSC;2018;173;44;Crona;STAGIAIRE;Terminé;;;Velo
299792;Schultz;Dora;MULHOUSE;ASC1;2018;33;22;Nienow;STAGIAIRE;Stoppé;;Digital Campus;A pied
157249;Ratke;Braeden;CAEN;ASC2;2018;67;33;Keeling Stanton SARL;STAGIAIRE;Stoppé;;ETNA;Train
205909;Blick;Benton;MULHOUSE;BSC;2018;143;6;Paucek;CONTRAT PRO;Terminé;;;Velo
288063;Eichmann;Alicia;BORDEAUX;MSC2;2018;299;20;Erdman;STAGIAIRE;Terminé;07/01/2020;;A pied
276429;Moen;Mercedes;PARIS;MSC2;2018;282;41;O'Conner;CONTRAT PRO;Terminé;07/11/2018;;Train
287034;Hirthe;Hyman;RENNE;MSC1;2018;239;27;Rohan;CONTRAT PRO;Terminé;;;Train
256569;Crist;Buck;RENNE;ASC1;2018;39;20;Osinski Jacobi S.A.S.;STAGIAIRE;Terminé;;;Velo
175449;Hamill;Okey;PARIS;ASC2;2018;71;30;Aufderhar Kshlerin S.A.S.;STAGIAIRE;Terminé;;;Train
183267;Lebsack;Jacklyn;LILLE;ASC2;2018;96;14;Cummerata et Fils;STAGIAIRE;Stoppé;;Télécom ParisTech;Velo
284039;Mitchell;Kacie;MARSEILLE;ASC2;2018;65;5;Turcotte;STAGIAIRE;Terminé;;;Bus
167727;Koepp;Nicolas;LYON;ASC2;2018;82;3;Feeney;STAGIAIRE;Terminé;;;Velo
178249;Gaylord;Mae;CAEN;ASC1;2018;33;45;Dibbert;STAGIAIRE;Terminé;;;Bus
289030;Collier;Zora;RENNE;MSC2;2018;283;33;Collins Ward et Fils;STAGIAIRE;Stoppé;;Epita;Bus
200551;Hahn;Jaime;PARIS;ASC2;2018;116;25;Nolan;STAGIAIRE;Stoppé;;Digital Campus;Velo
184826;Goldner;Hazle;MARSEILLE;MSC1;2018;194;2;Stamm Kunde S.A.S.;STAGIAIRE;Stoppé;;École Polytechnique X;Voiture
205883;Barrows;Bryon;NANTES;ASC2;2018;136;15;Denesik;STAGIAIRE;Stoppé;;École Polytechnique X;Train
159985;Cronin;Elian;CAEN;BSC;2018;128;47;Gibson S.A.;STAGIAIRE;Stoppé;;ESGI;Voiture
277755;Miller;Millie;NICE;MSC2;2018;281;42;Goyette SAS;CONTRAT PRO;Stoppé;;ESGI;A pied
257754;Kling;Arvilla;CAEN;MSC2;2018;244;15;Mosciski;CONTRAT PRO;Terminé;29/04/2020;;Velo
166475;Harris;Jacky;NANTES;ASC2;2018;102;21;Oberbrunner;STAGIAIRE;Stoppé;;Télécom ParisTech;Train
178699;Christiansen;Jasper;TOURS;ASC2;2018;68;13;Dare;STAGIAIRE;Stoppé;;Télécom ParisTech;Bus
182595;Gleason;Florence;STRASBOURG;ASC1;2018;66;43;Boyle;STAGIAIRE;Stoppé;;Ensimag;Velo
150502;Buckridge;Malika;LILLE;BSC;2018;154;29;Abshire;STAGIAIRE;Stoppé;;Epitech;A pied
217441;Powlowski;Logan;MULHOUSE;MSC1;2018;212;5;Corwin SARL;STAGIAIRE;Terminé;;;A pied
195669;Mitchell;Bertrand;STRASBOURG;ASC2;2018;111;3;Stanton;STAGIAIRE;Terminé;;;A pied
155922;Prohaska;Carolanne;BORDEAUX;BSC;2018;162;17;Mante;STAGIAIRE;Stoppé;;Ensimag;Velo
211046;Padberg;Judy;STRASBOURG;BSC;2018;125;50;Gislason;STAGIAIRE;Terminé;;;Velo
